Category,Review
gyms,"If you're a hardcore body builder and/or body building competitor,  you'll be in good company here.  It's the real deal for serious weight training. I've..."
gyms,"Fantastic location! It's super close to my office which is amazingly convenient. Its exterior is beautiful, and the interior is clean and exceptionally..."
gyms,"One star for the women's bathroom maintenance staff. 

I've been coming to this location everyday for months since it is very close to my office. Everything..."
gyms,This place is going downhill. Especially the women locker room.  Super rude and lazy staff. I hate using the shower just because of her. She is not there to...
gyms,Planet Fitness is a great neighborhood gym if you're just getting started and trying to avoid a high price commitment or you're just looking for the basics....
gyms,"This gym is probably the most ""fine"" gym you will ever go to. However, you are getting what you pay for. For only $10 a month, you can have access to..."
gyms,Been a member for over a year. It is fine like others have said. You get what you pay for. I just wished things were just a tad bit more functional. They...
gyms,"The gym is great! They have plenty of equipments, enough room for people to move around, great customer service, and open 24/7. 

Look for Kurt for a good..."
gyms,Got a guest pass to try this gym out. I drove from Bay Ridge to try it out but the man at the front desk would not honor the pass. I think that he was rude...
gyms,"Avoid this gym at all cost. Unless you want to get ripped off. 


If I could give this place zero stars I would. 
I had a 6 month membership with Dolphin on..."
gyms,"I didn't think I would like this location when I first came in. I walked around and saw the equipment on different levels, the kinda cramped quarters and..."
gyms,"Pros: friendly / helpful greeting staff; hyper diligent cleaning staff; variety of group fitness classes with good instructors

Cons: they try too hard to..."
gyms,"They took out the best glute machine they had.
They replaced it with this big bulky one which no one even uses & I find it more difficult to use. Other one..."
gyms,"I'm so glad that Crunch opened up at this location because it is close to my home and clean! Although the facility is not as big as 59th Street, it has most..."
gyms,"After opening again from a COVID shut down, I called up asking about the cancellation process. They said I needed a free account suspension until January,..."
gyms,"I've belonged here for a few months now and I'm really pleased. The facility is clean, the staff is friendly, and the location is great!! There is plenty of..."
gyms,Love the WillyB family! I've been in other gyms and WillyB hands down has been the best experience. Coaches are real athletes who are passionate about their...
gyms,"Scam alert!

I wish I read these reviews prior to signing up for the 6 week challenge. I was motivated and hopeful, especially due to prior positive..."
gyms,"Horrible service they are an entitled gym and keep wishing me ""luck"" with my dispute after they sent my dispute to collections.  

this place is HORRIBLE..."
gyms,Guess what years later I finally received not one but three days of trial....and I had agreed to join after the first trial. See that's all you needed years...
gyms,"Came here for a post solidcore run as these locations are right next to each other. I have the destination all access membership, which is required in order..."
gyms,"Despite Printing House having hot water issues constantly and unusable locker rooms as a result, management will require you to increase your monthly..."
gyms,Update 10/5/20 - NYSC Customer Relations reached out to me via email and was quick to assist with canceling my membership and issuing a refund for the...
gyms,"I have to agree with Matt. I was a member for many years, then I joined another gym for a few years, and then I returned last summer. While I love the space..."
gyms,Not a well maintained gym. Equipment in need of fixing doesn't get repaired for months.
gyms,So I was nervous to join being very very out of shape (post baby) and not having had a tough workout in a while. The first time was a little daunting but...
gyms,"From the moment you walk in you already feel like you're part of a team. Sure, it's an individual workout in a group setting but the instructor never lets..."
gyms,"Intense, super quick, 45 secs per station with 20 secs rest, HIIT workout that really challenges you to the core. I liked the variety of the workouts and..."
gyms,"What a difference the new manager, Mario, has made to this gym.
His warm and caring manner is a clear indication of how he loves his job.
Not only does he..."
gyms,The gym has been closed for weeks due to the COVID-19 outbreak. Do you continue to charge membership fees during the time you're not open?
gyms,"If you like SHITTY towels, this is the place for you. Yes yellow stained towels with SHIT, dirt, lipstick, blood and yes most disgustingly SHIT!!  It also..."
gyms,"The classes at The Fit In wins the race for all categories with regards to small class size, unique fitness, pricing, class motivation, location and time..."
gyms,"I love this studio.  The only downside is that they're not on ClassPass! 

It's a really tiny space, but they ensure that the class size suits it.  No..."
gyms,"I'm addicted. 

I was going to wait until I finished my 20 class pack but I must tell y'all about this spot now (I've taken 13 classes so far). 

After..."
gyms,"Unfortunately I moved out of the area and had to cancel my membership last year.  However, I was compelled to share my experience. This is a tremendous gym..."
gyms,"I have been taking the kickboxing class with Joel for almost a month, and I absolutely love it. The class itself is great and there's always a mix in..."
gyms,"The kickboxing classes at Urban Jungle tend to be on the more advanced side but my instructor, Joel, was helpful in providing workout modifications and..."
gyms,"If you like spin classes, Crunch has some of the best spin instructors in town. Dougie's Wednesday class and Erin's Saturday class are my faves. Very..."
gyms,"Crunch is very lucky that there aren't any decent gyms in the UWS.

Ali, the manager is rather rude and obnoxious. She tells new members how lucky they are..."
gyms,"WHERE is the minus star button? OR ZERO STAR BUTTON?? 
What a lousy customer service regarding cancellation. RUDE AND impatient!! Is there any law..."
gyms,Great place to train the computrainer are set up expertly and the coaches are smart and very knowledgeable
gyms,"I love Tailwind Endurance. I don't think there's a single studio in NY offering a better workout, and I've tried many of them. I leave each class feeling..."
gyms,"Riding in the city is hard but Tailwind makes it easy and fun. 

You bring your own bike, hook it up and get a great workout. No BS, just sweat and hard effort."
gyms,"Love this place. Four floors: basement is the playground which is really just a huge free weights section including bumper weights and some cables, ground..."
gyms,Beware of general manager Jose Taveras. Had a legitimate medical note saying I could no longer be physically active at this time. Jose said that I could not...
gyms,"Sad review to write as no longer a member. 

But this is now the nicest East Side club. Absolutely gorgeous. No pool, but the lobby is grand and it's..."
gyms,"On the outside (after sunset) this gym looks like a jazzy night club, so one point for outside decor. 

Unlike many of the Crunch Fitness centers in the..."
gyms,Probably best not to join here as it's pretty much impossible to cancel - you'll get the runaround on the website and the phone - two weeks ago I called and...
gyms,I received no response since last Friday when a woman at the 23 rd told me my credit card was charged for my husband membership.....I don't have husband....
gyms,If you enjoy paying overpriced monthly fees and literally having them close 4 days a month min (on sundays which most people work out) sign on up! Only $195...
gyms,"Close to being a standard Equinox. There is an entrance form the street as well as from Grand Central. The lobby and locker rooms areas are beautiful, but..."
gyms,Absolute cheapest lifting equipment of any Manhattan gym I have been to. Benches can't handle 225 lbs without being wobbly. Forget about heavy deadlifting...
gyms,I live in the building so maybe I am bias but you cannot beat the workouts here. I understand it's not for everybody but this is leaps and bounds better and...
gyms,"I love this place! I usually hate gyms but for the new year, my friend hooked me up with a pass for this gym. OrangeTheory is clean, staff friendly and..."
gyms,They say the first class is free but of course being in Manhattan the studios come at an additional $20 something cost. One class is usually 34 I think but...
gyms,"I have been going to this box for 3 weeks now and I only have positive things to say! The community is very welcoming and accepting. 

Each class, the..."
gyms,"Great people and great place to train. Appreciate the opportunity to come in and train. Gym was clean, great environment, and room to work. Anyone in town..."
gyms,"I'm not really the reviewing type but CFJC makes me feel emotions I never thought I'd have for a gym. 

If you're new to the area or just looking for a gym..."
gyms,"Jean and Leslie are awesome. Extremely accommodating and kind. I felt so insecure coming into the store a few days back and they made me feel comfortable,..."
gyms,The worst customer service! I would highly recommend that they train employees better.
gyms,While traveling to New York I stopped at this planet Fitness due to the fact that I have the black membership which allows me to use clubs wherever I go....
gyms,"Great Sized Parking Lot, I love the front desk staff because they are always polite and upbeat, though intimidating at first site I have never had an issue..."
gyms,"This is my favorite retro location and I have been to one in Long Island, the one by queens center mall, and two in Brooklyn. There is always parking, since..."
gyms,"Where do I start? I had a membership for over five(5) years here, and recently my payment was declined due to a stolen debit card. Not only do they have a..."
gyms,"Liberated Fitness is a hidden gem in the Morningside Heights area, and a gym unlike any other! 

In my time at the gym, I learned so much about fitness and..."
gyms,"Love the community, the pace and the workout! Highly recommended for beginners and advanced people alike! Michael is also a great motivator!"
gyms,"Without a doubt Liberated is the best gym I've ever joined. In the 6 months I've been coming here my abilities have completely changed, and I'm healthier..."
gyms,This place is so cool. It's located in a building that used to be a church and still has all the stained glass windows. The locker rooms have a lot of...
gyms,"Very cool space, machines all in good condition, and if you go late it's beautifully quiet. 

But losing marks because they had ""gym sessions"" available..."
gyms,"I came here on class pass, and fell IN LOVE. I loved it so much, that I signed up!! This place is inside an old church. It used to be the old Limelight..."
gyms,"I go to a lot of programs and classes with my baby, and the Little Bundles Class at MyGym Astoria is the absolute best. Every week is different-we learn new..."
gyms,"Love, love, love, my gym! Joined in November bc it's quite chilly out and can't be outdoors anymore. Best decision! The teachers memorize all the kids..."
gyms,"Can't say enough positive things about My Gym Astoria!

My son is 10.5 months old and we've been coming to My Gym since he was 8 months old.  As a FTM I'm..."
gyms,"The absolute best gym in the area, hands down. You are guaranteed a full body workout every time, and the instructors really love and know what they're..."
gyms,"The concept of Orange theory is excellent and the coaches here are also excellent. But please, please stop clients using the restrooms as changing rooms..."
gyms,"My sister introduced me to Orange Theory over a year ago and while I thought the trial class was fun, I wasn't ready to invest the money at the time. A year..."
gyms,"It's probably unfair, but I'm writing this while waiting for someone to open the gym. There are about 20 people outside and while 25 minutes late isn't the..."
gyms,"This gym is bizarre, looks like a gym from the 90's which probably might be but still it's time for an improvement, first thing that layout has to go! The..."
gyms,"Get out! Don't even consider trying to sign up for this gym. Like the recent reviewers said, this gym is horrendous in both management and the facility. Not..."
gyms,"This place is fairly packed during the evenings and especially on the weekends. 

Sometimes it is hard to find an area to workout since there are a lot of..."
gyms,"Unfortunately this is the only gym in the area, so it's busy *all the time*- doesn't matter if you're here early in the morning, which sucks if you planned..."
gyms,(Woodside location) Somebody should teach that guy with black long hair on how to respect people. Cannot believe people have so much attitude and yet still...
gyms,"Haven't been since Covid since it's closed so this review is pre Covid

The locker room is clean every time I've been there. There are classes at varying..."
gyms,"I was a member here for years after going to the 74th Street gym prior. It's such a poor experience to go from 74th to 85th. 

Most of the time, there is..."
gyms,"Wasn't sure if these guys warranted a review but ever since they re-opened they've been terrific. The place is constantly being cleaned, including every..."
gyms,"I joined the gym about a year ago, mostly because it is close to my home and it has a pool. I am a triathlete and train mostly outside, except for the swim..."
gyms,"I'm reviewing the gym itself only. 

Con- 

This place had potential to be a great gym in 10+ years but now in 2020 is not. If you like really old..."
gyms,"This gym is all the reasons I hate New York.

Honestly, the gym itself and its staff are very nice. It has world class equipment, excellent classes, is..."
gyms,So here's my 2 cent: I frequented this club occasionally since a month after opening. The main issue I had was the manager imposing a blockade on access to...
gyms,"Alright, gotta start with a few caveats - I was here on a Saturday afternoon (so it was empty) and I did not pay the extra $20 to work out at the ""Elite""..."
gyms,I am 81 years old and just joined Net York Sports Club at 30 Broad Street. For the past 59 years I have worked out with  different physical fitness trainers...
gyms,"Freakin deakin love this place. Every time I walk in, employees say hi and trainers smile. The locker room is always clean and they have plenty of weight to..."
gyms,"I've never felt the need to write a review, but this company is the absolute worst. The gym was always so packed in the afternoon, it felt like a fight to..."
gyms,Ok I actually really liked this location. It's about the same size as the other locations but less busy even around 5pm when the typical rush is. I was able...
gyms,"Follow up alert! Sound the alarms! 

Oh my stars! 

Spank my fit little booty and call me sally! Just when I thought that dark haired Adonis grapefruit..."
gyms,"Let's disregard the exorbitant prices for a moment ($225/mo with $300 initiation fee). This is a nice gym. No two ways about it.

They have state of the art..."
gyms,"I came to try this gym out with my boyfriend today and was not impressed. This location is located on the second level of the Brookfield Place mall, and it..."
gyms,"Great gym. Has all you're looking for; weights, pool, sauna, classes, trainers.  Some of the machines need some TLC but the staff is PHENOMENAL. Izzy, the..."
gyms,"$64.99.

That is how much NYSC charges you per month to use their facilities.

$7.99.

That is how much it costs to purchase a 4-pack of athletic towels..."
gyms,"Staff = great. 
Facility maintenance = poor. 

PROS: by far the friendliest staff I've encountered among all locations I've been to. Even seeing the..."
gyms,"I have been a regular at X93 for the past 5 months and continue to be more than happy with the results.  Offering great value (and no membership fee), after..."
gyms,"(Edit based on response from business:
There are 3 official trainers at x93, and they also rent out space for independent trainers and their clients...."
gyms,"Working with Chris Fernandez at X93 Fitness has been a gift.  Once a runner, I was completely out of shape when I started at x93 fitness about 2 months ago...."
gyms,"Park Fitness is a very fine facility with excellent management and customer service. I enjoy working out there and getting to know the ownership, staff, and..."
gyms,I tend to go through phases with working out. Like I'll be amazingly consistent with a home-based routine for several months and then I'll just drop it. I...
gyms,"I recently joined this gym, Park Fitness. As a freelance photographer, I do a lot of strenuous activity, location shooting, and need a trim, strong body...."
gyms,"Jake will put you to work! 

I have been training with Jake for a few months now and have felt great every single time. He puts you through sessions that..."
gyms,"Jake has been my trainer for over a year now and I cannot recommend him enough. His professional knowledge, enthusiasm, passion and persistence, all helped..."
gyms,The trainer/owner here knows what he's doing. I came in with multiple shoulder injuries. He assessed my range of motion/pain level/etc. and put together a...
gyms,"Privileged to have Bootcamp Republic 8 week session offered by my company! I'm in the middle of it now, and let me tell ya, this session really kicks your..."
gyms,"No pain, no gain. I guess that is my philosophy on this stuff.  And while I might not be in the best shape of my life, I joined a boot camp with my friend..."
gyms,I will be starting my 5th session with Bootcamp Republic in January and it has been an amazing experience so far!! My first session was in the summer for...
gyms,"Okay, so I don't even officially belong here, and I'm giving them a 5. But  hear me out. My fiance and his rugby team have been training here on Sundays for..."
gyms,"Great place and great coaches.

Went for a drop-in class and stayed after for further workout in the extra space areas.   Coach was very focused on group..."
gyms,"So this is my first committed crossfit gym. I had visited other gyms in the past and tried there ""starter packs"" but i always felt like once you started..."
gyms,"Amely was really helpful, and gave me an explanation patiently. Thank you for your excellent customer service."
gyms,"Absolutely DISGUSTED with how UNETHICAL and deceitful this gym is. I have not lived in NYC for more than 3 years, and today I found out that this gym..."
gyms,I went to cancel my membership that I have had since 2018...month to month...told when I purchased it you could cancel at any time. At any time does not...
gyms,"We found Coach O almost 3 yrs ago after striking out at  2 other places that were  just ""eh."" WE are made up of a variety of ages, strengths, etc...but WE..."
gyms,J.C. Krank has been such a blessing to find. It is located on the waterfront of Marin Blvd. the classes are run by two amazing trainers. They are so well...
gyms,"If you are anything like me, and don't have the discipline to push yourself hard in the gym, I suggest you check out Krank JC. Its similar to the cross fit..."
gyms,"Dear Planet Fitness Flatbush, thank you!

Thank you for all those mornings where you kept me focused and motivated. Thank you for the friendly faces and the..."
gyms,So I come to the gym today and a member has decided to use a bike next to her as a coat rack. I ask her to use the bike to which she completely ignores me....
gyms,"I have to downgrade this gym due to a series of unpleasant circumstances.

First of all, the bucket situation is just embarrassing. When it rains, it rains..."
gyms,"Laura and Carol's zumba classes are the best part of this gym. There is a community feeling here when you take classes and get to know other members. 

This..."
gyms,"I am bicoastal and so opened a membership here for the several months a year I am in NYC. The gym is fine, not the cleanest, but always functional and able..."
gyms,Do not give this guys your card info because they will keep on charging you even if you canceled your membership few months ago.I was charged today monthly...
gyms,"I like Blink Fitness. Its bright and inviting, has a good staff that greets members and guests with a smile and wish you a good day upon departure. 

I was..."
gyms,"The gym is typically fine; however, I'm always amazed by how selectively low-tech the company is.  I no longer have a use for the membership and while I..."
gyms,"Blink needs to update their ""reservation"" system, their current method is useless. Whether you reserve a spot or not, there is always a line of 10+ people..."
gyms,"Upon walking into CKO Kickboxing, the vibes I picked up was that of an ex-military workout, men training in the basement / underground with a couple of arm..."
gyms,So glad I was brought here by a friend. Was hesitant because I had a shoulder injury some time again I didn't want to re-agitate but everything has been...
gyms,I moved away from the city to take a new job and have really missed this studio and the people in it. CKO has a great sense of community. The whole vibe is...
gyms,"Wow! We are visiting from Indiana and needed a gym for a week. David could not be more wonderful, funny and accommodating. His gym is perfect. It has more..."
gyms,Quaint Gym in the middle of nowhere but I absolutely love this place. It's not big but it has every piece of equipment that you need. They also have really...
gyms,"I really enjoyed my personal training at this gym.  The facilities are nice, never busy and I liked my personal trainer.  However today I was treated with a..."
gyms,"For such a relatively small space, this gym is pretty solid. The single floor is packed with all the machines you could possibly need. The one redeeming..."
gyms,"Small spot, but surprisingly good. Been a member here for a little bit now, and I really enjoy it. It gets sorta busy later on in the day, so definitely..."
gyms,The least they can do it actually have cold water in the fountain   The water coming out is like hot piss   It's disgusting   If you're someone who works...
gyms,What a great workout!  My sister loves the classes here and she signed me up for a class with Ian during my visit.  Ian was very welcoming and explained the...
gyms,My favorite workout as of yet! Been going to this studio for almost 2 years now and I love it! Even the beginners (or essentials as they call it now) class...
gyms,SLT uws continues to be one of my faves with its homey/community vibes. The instructors are incredibly friendly and provide consistently challenging...
gyms,"I have worked with Miguel over the last 5 months and have seen growth in all parts of my fitness as a result. He is knowledgeable, thorough, and attentive..."
gyms,"Great guy runs the shop, Amazing equipment . #Rouge"
gyms,Working out with Miguel at Goodwin Barbell Club has been an incredible experience over the past year for myself. I came in for a trial last December and...
gyms,"If you are looking for an amazing trainer, go no further - Limrod Henry is A+. I have been going to him for 9 months and previously never had a trainer and..."
gyms,"Terrible experience.  Crunch continues to Bill me even after multiple attempts to cancel my contract. My partner is an at-risk category for covid19, a gym..."
gyms,I thought NYSC was one of the worst gyms regarding customer service but this one has taken the cake. As a customer for over a year with consistent personal...
gyms,"I used to belong to another PLANET FITNESS years ago.  I quit after about 6 months because it was dirty, had a rude staff, and many of the machines were out..."
gyms,Super friendly staff and everything smells new. Multi level which is nice. The basement is great since I hate when machines are by windows for people to...
gyms,Beautiful new location. Clean and well kept up in the heart of Long Island city. A wide variety of shines and new equipment for all of your fitness needs....
gyms,"I love this Equinox. I workout here when traveling from L.A. Not super busy in the mornings so there isn't a wait for equipment. Clean.

Staff and..."
gyms,"It's freezing here during the winter, the men's locker room is crowded and small, and the soap dispenser is broken or missing in some places. I mean overall..."
gyms,"One of more neglected Equinox clubs in the city. Convenient location and easy to get to, 1 train is not even a block away. Hesitate to return here though..."
gyms,This gym is simply the best. I am one of the original members when they first opened. I not only felt welcomed but over the years Stu and Christina have...
gyms,A hidden gem in the heart of East Village. Super friendly staff and now finally you can use the Popin app to get a great workout. Looking forward to my next...
gyms,"If you want change your life, Iron and Silk is the place for you. Stu Burton is the most knowledgeable trainer in the city, and he will not only train you..."
gyms,One of my favorite Blinks in the city and I've been to several. Blink is one of the cheaper gym memberships you can find. No classes but tons of cardio and...
gyms,I FROZE MY MEMBERSHIP AND NOW IM BEING CHARGED!! I can't get through and constantly have to call them back! You can't charge customers when they freeze...
gyms,"I just do not like the layout here. Once floor, machines aren't laid out in a logical manner. Not much space and it's always busy when I go there. 

Hard to..."
gyms,"I just switched to this gym, and so far I like it alot. The locker room is clean, and well supplied. Yes, sometimes when you go in late, the showers will..."
gyms,*Updating this review as I was just notified the pool hours now align to the club hours. Whether this is true or not I have no clue as I was finally able to...
gyms,"This gym is SPACIOUS and conveniently located. If you're looking for respite in the increasingly buzzing downtown Brooklyn neighborhood, this gym is quite..."
gyms,Gym: Anything u could possibly need. Clean. Updated equipment (except for some TV screens on cardio machines). More compact and not as spacious as other...
gyms,They charged me for April even though my local NYSC was closed. Like the other person who wrote a recent review said it took the NYS Attorney General to get...
gyms,"Very disappointed by this NYSC establishment. I suppose it's no fault of the management but rather NYC real estate.

Let me start with the positive. The..."
gyms,"The Y is the best! Staff are amazing. But locker room needs an upgrade bad. Broken lockers, showers leak, and most of all a monitor is needed to let members..."
gyms,"If it was a really crap gym, it'd be the Long Island Sh**ty Branch.

I really do like the Long Island City branch. It's especially good for people who want..."
gyms,"I've been a member for a few years, but basically for my kids. My kids love the swimming classes and also open swim. I try to come early for open swim..."
gyms,"I usually only like weight lifting, and was initially a little bit reluctant to try something new....but damn.  This was one of the best decisions i've made..."
gyms,"I've been a member here for over a year now, specifically for the barbell class, and it's the best in my opinion. Nick is one of the best and knowledgeable..."
gyms,"It's been almost a year now since I started. WillyB is still my home for CrossFit. I love it more than ever, work harder than ever and I come here to do it...."
gyms,"My two main complaints with the gym are:

-The lingering stench seeping out of the walls. Not sure where it's coming from, perhaps the adjacent grocery..."
gyms,"This place is the worst.
I, as well as a few friends who once belonged this gym,  got an email that our cards were unable to be processed. 
Rather than..."
gyms,"Unreasonable cancellation policy, especially given the pandemic.  Don't waste your money."
gyms,I reached out to V at Brooklyn Body because I wanted to bring more structure and variety to my workouts. I was really impressed with the results. His...
gyms,"V is a top notch trainer.  I recently left NYC and already miss my morning workouts at his studio.

Working out with V is a combination of strength..."
gyms,"I've been training with V at Brooklyn Body for four years. Here's what's great about Brooklyn Body:
* Variety: V mixes up the workouts to keep you..."
gyms,"Among all Equinox studios in New York, the 43rd one is a smaller and older one. However, all functions just as well as others, I like it also because there..."
gyms,"I'm nearing the end of this ridiculous run of reviews! This is the healthiest hobby I've ever had, if you scroll back in my feed far enough you'll see that..."
gyms,Gym is clean and professional. Not overcrowded. A great place to workout. Equipment and locker rooms are very clean.
gyms,"My favorite gym! 
Of course - 24 hours!!!
There is biggest room. 
And of course - massage room with chair and even bed!!!
Very friendly person on frontdesk...."
gyms,Horrible customer service--takes an extended period of time to get a response. I have been trying to freeze my account due to safety concerns. I called...
gyms,This branch on 125th street has some of the worst customer service. It seems as if they purposely avoid answering the phone regardless of the time of day....
gyms,Great place great gym . Courtney is my fave trainer . Cool people . Music is a little whack but hey . This place gets 5 stars in my book. A must if you're...
gyms,This review is for Brazen coaches overall because the location itself doesn't matter. They could be coaching in a park or in a basement. I have been to gyms...
gyms,I came to NJ on business and found this box on Yelp. They immediately emailed me back and welcomed me to drop in. I went to the early class with coach...
gyms,classes are amazing!!! you'll get your money worth!!!...just stay with it and pace yourself!!! I had to learn that lol great trainers and instructors!!
gyms,came for my first class and i love it here already. everyone here will make you WORK and sweat your ass off so be prepared!! i love how motivating everyone...
gyms,I have been training here for over a year so far and have seen nothing but results. Physically in much better shape and my knowledge of boxing has increased...
gyms,I frequented this pool several times just for their adult swimming lessons via the NYC Parks Dept website. The pool was huge and appeared clean. The staff...
gyms,"In order to participate in the NYC Parks' Learn to Swim classes, you ""must be members of an NYC Parks recreation center."" 

My son and I have been members..."
gyms,"Maybe I'm not used to public pools but here's the gist: 

Cons:
- Caps not required so random strands of hair, clumps of hair, float around
- Collection of..."
gyms,"Came here through Classpass, wanted to try something new!

THE GOOD:
- Gorgeous facility, the studio is at the bottom of Limelight Gym which is built in an..."
gyms,"I mean, it's hard to beat the frisson of taking a gym class in the Limelight. It's fascinating to walk around thinking of the illicit things I probably did..."
gyms,"This was a tough but interesting class. I know there's not much that can be done with limited space, but I do wish it wasn't so packed. The sign in process..."
gyms,Gary was my coach for a 60 minute high velocity workout. It was only me and one other participant in this session. I prefer this because the smaller the...
gyms,"I have been bringing clients to Velocity since 2005.  It is the best location for land-based training in the city, regardless of your athletic ability.  My..."
gyms,I recently began attempting a small group class here on weekends.  Velocity is not your typical gym.  You don't sign up monthly and join legions of others...
gyms,"This equinox is located closest to my home in Brooklyn and I like to come here on the weekends when I am home.
Parking is a nuisance and I usually just park..."
gyms,This location is located a few convenient blocks from the F line and down the hill from the A/C train line - relatively easy to get to. On my quest to find...
gyms,"I've read up on the rest of the reviews on here and- I'm really not sure where all the hate is coming from. I personally love this location. 

EQX Dumbo has..."
gyms,This was my first time trying a class like this before. I decided to check this place out for their grand opening. I like how it was in a relay format with...
gyms,"I started Row House about a month after getting an epidural in my back after a bad car accident a few months prior.
I was afraid of how I would respond to..."
gyms,Definitely the best workout class in Jersey City! After trying other gyms like Orange Theory and Cyclebar in the area I can definitely say that the coaches...
gyms,"Their Moto: No pain no gain. After only 4 sessions, I spent 1 evening in the ER, and 4 days in ICU. The workout was entirely too intense for a person of my..."
gyms,"I organized a work event for my colleagues (25% proceeds towards PhytCare), and everyone had a great workout. With a group of 10 (max 20) and 4 trainers, it..."
gyms,"We hosted a group of 12 ladies at Phyt Fight Camp last week with a portion of the proceeds going to Phyt Cares.

The atmosphere at Phyt is fun and dynamic...."
gyms,"Y'all, this isn't Equinox, so you can't come here expecting fancy stuff. Adjust your expectations. That said, this gym isn't bad at all! And you cannot beat..."
gyms,"I have to say the classes and the trainers here are great!! don't be discouraged because it is not an Equinox. 

But my complaint with this location is not..."
gyms,"Wow! First time I ever felt like I need to update a 1 star review. 
1. CHECK your CREDIT CARD statements. I haven't been to their Forest Hills gym in 1.5..."
gyms,The best training ever. Amazing trainer. Outstanding service. Non-judgmental environment.
gyms,"I signed up for this because I thought, as someone who was manifestly un-athletic (and hates exercise as a rule), that rowing wouldn't be too bad on the..."
gyms,"**** ROW, ROW,ROW, YOUR BOAT***

Row studio?! 
Hmmmm definitely a must try.
I'm all about a new experience. Shout out to Groupon for this find ;) 

THE SIGN..."
gyms,"I cannot see why individuals give this gym a bad rep I'm from the neighborhood and I work for the NYC department of corrections I would have to say
Somella..."
gyms,Health department should consider shutting down this place because this gym is beyond filthy that you may catch some kind of disease. the maintenance is...
gyms,"This gym is awesome, it has everything I need for the perfect workout. The staff, the service are always great. It is very clean and that is extremely..."
gyms,I was member of Equinox for six years. This location I was using for three years. I workout professionally. I was very patient and respectful to this club...
gyms,"I went here for a year now and there are two things I can't stand:

Lol Johnathan gave me 10 free passes for me at the beginning on a sheet of paper. My mom..."
gyms,"unbelievable! does mr. spevak know? I knew I wanted to join to swim, no questions asked, so I went to columbus ave. site to do so. guess what? reservations..."
gyms,"I'm on a budget, so Crunch Fitness fits the bill for me.  

I have to admit, I was a bit unsure about this place as service definitely isn't their forte.  I..."
gyms,I've experienced the same issues was many of the reviewers who are trying to cancel their memberships. I am in the process of moving out of the country and...
gyms,"1. I went to the Greenpoint gym and asked them to cancel my membership. They said I had to cancel online.

2. Online it said I need to cancel at my gym in..."
gyms,"This used to be a much better gym when it was DavidBarton), but those days are long gone. They still have most of DavidBarton's look, without the style and..."
gyms,"*IF YOU CARE ABOUT YOUR LIFE DURING THIS PANDEMIC AND DO NOT WANT TO EXPERIENCE RACISM DO NOT GO TO THIS GYM* 
I just had the most upsetting experience with..."
gyms,"Why two stars? Well, the gym itself is fine. This is not its best location, there are other ""Elite"" locations that are much less crowded, better equipped,..."
gyms,UPDATE: I don't like that my pricing keeps going up even though I've called various times for them to fix it. I didn't get a warning (unless they sent some...
gyms,"This has been one of the most frustrating experiences ever.

They charged me for April when the gym was closed. Then they send an email that states to make..."
gyms,"If you want to be Verbally abused by Unprofessional low life NYSC ""Customer Service "" staff by the name of NATALIE at the Member services desk then this is..."
gyms,"UPDATE:

I think NYSC management actually took our advice and changed the management at this location! The club now is staffed with helpful and friendly..."
gyms,I canceled my membership in March 20th.  NYSC continued to charge me through October.  I tried several times to contact by phone and e-mail with no follow...
gyms,"This location is closed, and there is no predicted opening date. There is no way of knowing if or when this location will ever open. NYSC may try to void..."
gyms,Lately Equinox has been ticking me off so I started looking for a new gym to join. Candidate numero uno is the MAC. I had a class pass for yoga and boxing...
gyms,"Incredibly convenient location in midtown with a great locker room and sauna facilities.

The gym provides clothes and you can store your shoes in a locker,..."
gyms,Locker room facilities only: A friend and I purchased Day passes through Fit Day Pass for $20 for the express purpose of showering and changing after an...
gyms,"I was in terrible shape when I contacted Nick, I dreaded it (I even told him that) but knew it was something I had to do to get in shape. I am over 40, was..."
gyms,"Nick is the ultimate trainer, he tunes into what you want to accomplish, accesses where you're at & pushes you to do more than you think without realizing..."
gyms,I've trained with Nick for more than a year and in that time I have become much stronger and have seen improvements in my areas of focus. I highly recommend...
gyms,I love taking CKO! Been a member since February and so far it is going great. I personally need someone to motivate me and tell me exactly what to do and...
gyms,This place is awesome. I went there for the first time last Wednesday to the 7:30pm class. The people that work there are friendly and willing to help in...
gyms,I've been a member of CKO for almost 5 years now. Safe to say I'm addicted. My current home gym is not CKO Hoboken but I took a drop in class recently and...
gyms,"Service: Good
Cleanliness: Good
Equipment Condition: Good
Wifi: Free
I have been at this gym for a few years.  Friendly staff, and a variety of workout..."
gyms,"Being that NYSC on 115th has closed, I would like to join Blink again but I am very skeptical due to the last time I was a member with a personal trainer,..."
gyms,"This is really a message to all those who attempt to enter this dark, dirty looking, unappealing, loud gym with its ignorant and unhelpful staff.
So if you..."
gyms,Denise has been my trainer for 8 years and her husband Michael has trained my husband for 2 years. Not only are they the BEST trainers in NYC they are also...
gyms,"This is a fitness buff's fitness place, a boutique facility for those who are serious about their training, with the best equipment and latest technology...."
gyms,"This is a completely fantastic private gym owned by the nicest family in the world. I see my private trainer, Andrei Moreno, at this location. Other..."
gyms,"I have to say, to me they were absolutely great during the account freezing process. Was super easy And they were super polite about it. 

Seems quite..."
